,identifier,session_identifier,organization_classification,first_action,primary_sponsor_1_clean,primary_sponsor_2_clean,num_sponsors,became_law,referred_to_committee,committee_passages,passed_first_chamber,passed_full_legislature
9621,HB 4679,103rd,lower,2024-02-01,Cyril Nichols,,1,False,False,0,False,False
9622,HB 4944,103rd,lower,2024-02-07,Dennis Tipsword Jr,,1,False,True,0,False,False
9623,HB 4767,103rd,lower,2024-02-05,Will Guzzardi,,4,False,True,0,False,False
9624,HB 4940,103rd,lower,2024-02-07,Katie Stuart,,1,False,True,0,False,False
9625,HB 4863,103rd,lower,2024-02-06,Barbara Hernandez,Linda Holmes,2,True,True,0,True,True
9626,HB 5146,103rd,lower,2024-02-08,Marcus Evans Jr,,1,False,True,0,False,False
9627,HB 5155,103rd,lower,2024-02-08,Eva Delgado,,1,False,True,0,False,False
9628,HB 5170,103rd,lower,2024-02-08,Abdelnasser Rashid,,1,False,False,0,False,False
9629,HB 5110,103rd,lower,2024-02-08,Daniel Didech,,1,False,False,0,False,False
9630,HB 5607,103rd,lower,2024-02-09,Jay Hoffman,,1,False,True,0,False,False
9631,HB 5347,103rd,lower,2024-02-09,Elizabeth Hernandez,,2,False,True,0,False,False
9632,HB 5283,103rd,lower,2024-02-08,Joyce Mason,,2,False,True,0,False,False
9633,HB 5096,103rd,lower,2024-02-08,Harry Benton,,1,False,True,0,False,False
9634,HB 5102,103rd,lower,2024-02-08,Amy Elik,,1,False,True,0,False,False
9635,HB 4438,103rd,lower,2024-01-12,Norine Hammond,,1,False,True,0,False,False
9636,HB 4805,103rd,lower,2024-02-06,Lindsey LaPointe,,1,False,False,0,False,False
9637,HB 5057,103rd,lower,2024-02-07,Meg Cappel,Sue Scherer,21,True,True,2,True,True
9638,HB 5062,103rd,lower,2024-02-07,Marcus Evans Jr,,1,False,True,0,False,False
9639,HB 5076,103rd,lower,2024-02-08,Jenn Douglass,,3,False,True,0,False,False
9640,HB 5071,103rd,lower,2024-02-08,Lilian Jimenez,,27,False,True,0,False,False
9641,HB 5058,103rd,lower,2024-02-07,Sonya Harper,,1,False,True,0,False,False
9642,HB 5044,103rd,lower,2024-02-07,Barbara Hernandez,,1,False,False,0,False,False
9643,HB 5095,103rd,lower,2024-02-08,Anna Moeller,Doris Turner,5,True,True,1,True,True
9644,HB 5040,103rd,lower,2024-02-07,Tom Weber,,1,False,True,0,False,False
9645,HB 5039,103rd,lower,2024-02-07,Jackie Haas,,1,False,True,0,False,False
9646,HB 5263,103rd,lower,2024-02-08,Lindsey LaPointe,,1,False,True,0,False,False
9647,HB 5042,103rd,lower,2024-02-07,Anna Moeller,,2,False,True,0,False,False
9648,HB 5006,103rd,lower,2024-02-07,Mike Coffey,,2,False,True,0,False,False
9649,HB 2761,103rd,lower,2023-02-16,Robert Rita,,1,False,False,0,False,False
9650,HB 3280,103rd,lower,2023-02-17,Margaret Croke,,1,False,True,0,False,False
9651,HB 3238,103rd,lower,2023-02-16,Maura Hirschauer,,1,False,True,0,False,False
9652,HB 3190,103rd,lower,2023-02-16,Tom Weber,,1,False,False,0,False,False
9653,HB 3188,103rd,lower,2023-02-16,Tom Weber,,1,False,False,0,False,False
9654,HB 2807,103rd,lower,2023-02-16,Maurice West II,,3,False,True,0,False,False
9655,HB 3193,103rd,lower,2023-02-16,Tom Weber,,5,False,True,0,False,False
9656,HB 3535,103rd,lower,2023-02-17,Jed Davis,,2,False,True,0,False,False
9657,HB 3585,103rd,lower,2023-02-17,Tom Weber,,1,False,True,0,False,False
9658,HB 3251,103rd,lower,2023-02-16,Robert Rita,,2,False,True,0,False,False
9659,HB 3550,103rd,lower,2023-02-17,Jay Hoffman,,1,False,True,0,False,False
9660,HB 3586,103rd,lower,2023-02-17,Tom Weber,,1,False,True,0,False,False
9661,HB 3236,103rd,lower,2023-02-16,Jonathan Carroll,Linda Holmes,4,True,True,1,True,True
9662,HB 3562,103rd,lower,2023-02-17,David Vella,,1,False,False,0,False,False
9663,HB 3525,103rd,lower,2023-02-17,Dennis Tipsword Jr,,1,False,True,0,False,False
9664,HB 3612,103rd,lower,2023-02-17,Janet Rohr,,2,False,True,0,False,False
9665,HB 3242,103rd,lower,2023-02-16,Elizabeth Hernandez,,1,False,False,0,False,False
9666,HB 3268,103rd,lower,2023-02-17,Travis Weaver,,1,False,False,0,False,False
9667,HB 3411,103rd,lower,2023-02-17,Jackie Haas,,1,False,True,0,False,False
9668,HB 3419,103rd,lower,2023-02-17,Justin Slaughter,,1,False,True,0,False,False
9669,HB 3715,103rd,lower,2023-02-17,Abdelnasser Rashid,Ram Villivalam,3,False,True,0,True,False
9670,HB 3742,103rd,lower,2023-02-17,Blaine Wilhour,,2,False,True,0,False,False
9671,HB 3671,103rd,lower,2023-02-17,Joyce Mason,,1,False,False,0,False,False
9672,HB 3625,103rd,lower,2023-02-17,Chris Miller,,1,False,True,0,False,False
9673,HB 3788,103rd,lower,2023-02-17,Camille Lilly,Julie Morrison,2,False,True,1,True,False
9674,HB 4422,103rd,lower,2024-01-10,Jason Bunting,,3,False,False,0,False,False
9675,HB 4249,103rd,lower,2023-11-30,Terra Howard,,2,False,True,0,False,False
9676,HB 4114,103rd,lower,2023-07-31,Kevin Schmidt,,4,False,True,0,False,False
9677,HB 3895,103rd,lower,2023-02-17,Jaime Andrade Jr,,1,False,False,0,False,False
9678,HB 3886,103rd,lower,2023-02-17,Camille Lilly,Don Harmon,2,True,True,1,True,True
9679,HB 4186,103rd,lower,2023-10-23,Amy Elik,,4,False,False,0,False,False
9680,HB 5134,103rd,lower,2024-02-08,Nicole Ha,,11,False,True,0,False,False
9681,HB 5370,103rd,lower,2024-02-09,Celina Villanueva,Jay Hoffman,34,True,True,0,True,True
9682,HB 5129,103rd,lower,2024-02-08,Dan Ugaste,,6,False,True,0,False,False
9683,HB 5358,103rd,lower,2024-02-09,Elizabeth Hernandez,,5,False,True,0,False,False
9684,HB 5136,103rd,lower,2024-02-08,Steven Reick,,1,False,True,0,False,False
9685,HB 5142,103rd,lower,2024-02-08,Lakesia Collins,Robyn Gabel,67,True,True,1,True,True
9686,HB 5609,103rd,lower,2024-02-09,Angie Cuellar,,3,False,True,0,False,False
9687,HB 4647,103rd,lower,2024-01-31,Joe Sosnowski,,1,False,True,0,False,False
9688,HB 5034,103rd,lower,2024-02-07,Joyce Mason,,1,False,True,1,False,False
9689,HB 5092,103rd,lower,2024-02-08,Kim DuBuclet,,1,False,True,0,False,False
9690,HB 5526,103rd,lower,2024-02-09,Eva Delgado,,1,False,True,0,False,False
9691,HB 5049,103rd,lower,2024-02-07,Natalie Manley,,1,False,True,0,False,False
9692,HB 5359,103rd,lower,2024-02-09,Jay Hoffman,,4,False,True,0,False,False
9693,HB 5326,103rd,lower,2024-02-09,Tony McCombie,,1,False,True,0,False,False
9694,HB 5372,103rd,lower,2024-02-09,Jay Hoffman,,1,False,True,1,False,False
9695,HB 5407,103rd,lower,2024-02-09,Adriane Johnson,Michelle Mussman,25,True,True,0,True,True
9696,SB 226,103rd,upper,2023-01-31,Tom Bennett,,1,False,False,0,False,False
9697,SB 137,103rd,upper,2023-01-24,Laura Fine,,1,False,True,0,False,False
9698,SB 604,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
9699,SB 638,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
9700,SB 616,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
9701,SB 174,103rd,upper,2023-01-31,Sara Feigenholtz,,1,False,False,0,False,False
9702,SB 141,103rd,upper,2023-01-24,Jil Tracy,,1,False,True,0,False,False
9703,SB 139,103rd,upper,2023-01-24,Neil Anderson,Travis Weaver,3,False,True,0,True,False
9704,HB 2819,103rd,lower,2023-02-16,Camille Lilly,,2,False,True,0,False,False
9705,HB 5616,103rd,lower,2024-02-09,Jenn Douglass,,1,False,True,0,False,False
9706,SB 2209,103rd,upper,2023-02-10,Christopher Belt,,13,False,True,0,False,False
9707,SB 2360,103rd,upper,2023-02-10,Rachel Ventura,,1,False,True,0,False,False
9708,SB 2818,103rd,upper,2024-01-17,Rachel Ventura,,3,False,True,0,False,False
9709,SB 3219,103rd,upper,2024-02-06,Doris Turner,Sonya Harper,32,True,True,0,True,True
9710,SB 3699,103rd,upper,2024-02-09,Christopher Belt,,6,False,True,0,False,False
9711,SB 3666,103rd,upper,2024-02-09,Laura Ellman,,16,False,True,0,False,False
9712,HB 5815,103rd,lower,2024-04-16,Dan Ugaste,,1,False,False,0,False,False
9713,SB 2235,103rd,upper,2023-02-10,Meg Cappel,,3,False,False,0,False,False
9714,HB 5175,103rd,lower,2024-02-08,Jackie Haas,,1,False,True,0,False,False
9715,HB 5322,103rd,lower,2024-02-09,Abdelnasser Rashid,,1,False,True,0,False,False
9716,SB 3929,103rd,upper,2024-04-16,Laura Ellman,,1,False,False,0,False,False
9717,SB 3931,103rd,upper,2024-04-16,Michael Halpin,,1,False,False,0,False,False
9718,SB 3930,103rd,upper,2024-04-16,Laura Fine,,4,False,False,0,False,False
9719,HB 5399,103rd,lower,2024-02-09,Abdelnasser Rashid,,1,False,True,0,False,False
9720,HB 5415,103rd,lower,2024-02-09,Charles Meier,,1,False,True,0,False,False
9721,HB 5503,103rd,lower,2024-02-09,Kevin Olickal,,1,False,True,0,False,False
9722,HB 5543,103rd,lower,2024-02-09,Mike Porfirio,Tracy Muhl,21,False,True,2,True,False
9723,HB 5521,103rd,lower,2024-02-09,Jay Hoffman,,7,False,True,0,False,False
9724,HB 5505,103rd,lower,2024-02-09,Kevin Olickal,,1,False,True,0,False,False
9725,HB 5507,103rd,lower,2024-02-09,Kevin Olickal,Ram Villivalam,26,True,True,1,True,True
9726,SB 2861,103rd,upper,2024-01-19,Bob Morgan,Julie Morrison,4,True,True,0,True,True
9727,SB 2959,103rd,upper,2024-01-31,Stephanie Kifowit,Tom Bennett,9,True,True,1,True,True
9728,HB 5771,103rd,lower,2024-03-12,Jehan Booth,,1,False,False,0,False,False
9729,HB 5231,103rd,lower,2024-02-08,Margaret Croke,,1,False,True,1,False,False
9730,HB 5775,103rd,lower,2024-03-13,Yolonda Morris,,1,False,False,0,False,False
9731,HB 5773,103rd,lower,2024-03-13,Yolonda Morris,,1,False,False,0,False,False
9732,SB 3389,103rd,upper,2024-02-08,Eva Delgado,Ram Villivalam,7,True,True,0,True,True
9733,SB 3372,103rd,upper,2024-02-07,Don Harmon,,2,False,True,0,False,False
9734,SB 3547,103rd,upper,2024-02-09,Janet Rohr,Suzanne Hilton,26,True,True,0,True,True
9735,SB 3551,103rd,upper,2024-02-09,Margaret Croke,Sara Feigenholtz,4,True,True,0,True,True
9736,SB 3571,103rd,upper,2024-02-09,Amy Elik,Erica Harriss,11,True,True,0,True,True
9737,SB 3501,103rd,upper,2024-02-09,Laura Ellman,Terra Howard,10,True,True,0,True,True
9738,SB 3701,103rd,upper,2024-02-09,Laura Ellman,,1,False,True,0,False,False
9739,SB 3653,103rd,upper,2024-02-09,Lakesia Collins,,2,False,True,0,False,False
9740,SB 3674,103rd,upper,2024-02-09,Napoleon Harris,,1,False,True,0,False,False
9741,SB 3430,103rd,upper,2024-02-08,Amy Elik,Chapin Rose,23,True,True,0,True,True
9742,SB 3598,103rd,upper,2024-02-09,Bill Cunningham,,1,False,True,0,False,False
9743,SB 3592,103rd,upper,2024-02-09,David Vella,Steve Stadelman,17,True,True,1,True,True
9744,SB 3765,103rd,upper,2024-02-09,Laura Ellman,,16,False,True,0,False,False
9745,SB 3776,103rd,upper,2024-02-09,Lakesia Collins,,6,False,False,0,False,False
9746,SB 3814,103rd,upper,2024-02-20,Patrick Joyce,,19,False,False,0,False,False
9747,HB 5778,103rd,lower,2024-03-13,Jehan Booth,,1,False,False,0,False,False
9748,HB 5777,103rd,lower,2024-03-13,Patrick Windhorst,,1,False,False,0,False,False
9749,HB 5089,103rd,lower,2024-02-08,Gregg Johnson,Michael Halpin,9,False,True,0,True,False
9750,HB 5145,103rd,lower,2024-02-08,Marcus Evans Jr,,1,False,False,0,False,False
9751,HB 5295,103rd,lower,2024-02-08,Laura Dias,Linda Holmes,32,True,True,0,True,True
9752,HB 5780,103rd,lower,2024-03-14,Yolonda Morris,,1,False,False,0,False,False
9753,HB 5276,103rd,lower,2024-02-08,David Koehler,Suzanne Ness,15,True,True,1,True,True
9754,HB 5455,103rd,lower,2024-02-09,Fred Crespo,,43,False,True,0,False,False
9755,SB 3496,103rd,upper,2024-02-09,Cristina Castro,,1,False,True,0,False,False
9756,HB 5817,103rd,lower,2024-04-16,Dan Ugaste,,1,False,False,0,False,False
9757,SB 3011,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9758,SB 3025,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9759,SB 3033,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9760,SB 3036,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9761,SB 3041,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9762,HB 5816,103rd,lower,2024-04-16,Michael Kelly,,1,False,False,0,False,False
9763,SB 3132,103rd,upper,2024-02-02,Katie Stuart,Michael Halpin,2,True,True,1,True,True
9764,SB 3082,103rd,upper,2024-02-02,Laura Fine,,6,False,True,0,False,False
9765,SB 2934,103rd,upper,2024-01-31,David Vella,Steve Stadelman,3,True,True,0,True,True
9766,SB 3009,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9767,SB 2787,103rd,upper,2024-01-17,Mary Allen,,3,False,True,0,False,False
9768,SB 2987,103rd,upper,2024-01-31,Amy Elik,Meg Cappel,9,True,True,0,True,True
9769,SB 3040,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9770,SB 3026,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9771,HB 5782,103rd,lower,2024-03-14,Elizabeth Hernandez,,7,False,False,0,False,False
9772,HB 5785,103rd,lower,2024-03-18,John Cabello,,1,False,False,0,False,False
9773,HB 5786,103rd,lower,2024-03-19,Rita Mayfield,,1,False,False,0,False,False
9774,SB 2197,103rd,upper,2023-02-10,Edgar Gonzalez Jr,Karina Villa,11,True,True,0,True,True
9775,HB 2100,103rd,lower,2023-02-03,Jenn Douglass,Meg Cappel,24,True,True,0,True,True
9776,HB 5783,103rd,lower,2024-03-15,Jehan Booth,,1,False,False,0,False,False
9777,SB 132,103rd,upper,2023-01-24,Craig Wilcox,,2,False,True,0,False,False
9778,SB 312,103rd,upper,2023-02-02,Laura Murphy,,1,False,True,0,False,False
9779,SB 1255,103rd,upper,2023-02-03,Cristina Castro,,1,False,True,0,False,False
9780,SB 1481,103rd,upper,2023-02-07,Mike Simmons,,1,False,True,0,False,False
9781,SB 1655,103rd,upper,2023-02-08,Jil Tracy,,7,False,True,0,False,False
9782,SB 1723,103rd,upper,2023-02-09,Kimberly Lightford,,1,False,True,0,False,False
9783,SB 193,103rd,upper,2023-01-31,Robert Peters,,4,False,True,0,False,False
9784,SB 1364,103rd,upper,2023-02-06,Michael Halpin,,1,False,True,0,False,False
9785,SB 1578,103rd,upper,2023-02-08,Adriane Johnson,,10,False,True,0,False,False
9786,HB 5547,103rd,lower,2024-02-09,Katie Stuart,,8,False,True,0,False,False
9787,SB 2972,103rd,upper,2024-01-31,Tom Bennett,,2,False,False,0,False,False
9788,SB 2705,103rd,upper,2024-01-10,Laura Fine,,3,False,False,0,False,False
9789,SB 3441,103rd,upper,2024-02-08,Steve McClure,,8,False,True,0,False,False
9790,SB 3458,103rd,upper,2024-02-08,Michael Halpin,,2,False,True,0,False,False
9791,HB 4600,103rd,lower,2024-01-29,Sharon Chung,,28,False,True,0,False,False
9792,HB 2908,103rd,lower,2023-02-16,Robert Rita,,3,False,True,0,False,False
9793,HB 1572,103rd,lower,2023-01-30,Bill Hauter,,5,False,True,0,False,False
9794,SB 3200,103rd,upper,2024-02-06,Neil Anderson,,5,False,False,0,False,False
9795,SB 3184,103rd,upper,2024-02-06,Terri Bryant,,8,False,False,0,False,False
9796,SB 3420,103rd,upper,2024-02-08,Don Harmon,Terra Howard,7,True,True,0,True,True
9797,SB 2921,103rd,upper,2024-01-26,David Koehler,,27,False,False,0,False,False
9798,HB 3765,103rd,lower,2023-02-17,Bill Cunningham,Stephanie Kifowit,12,False,True,1,True,False
9799,HB 4056,103rd,lower,2023-05-02,Jackie Haas,,5,False,True,0,False,False
9800,HB 3596,103rd,lower,2023-02-17,Maurice West II,,3,False,True,0,False,False
9801,HB 5051,103rd,lower,2024-02-07,Jenn Douglass,,6,False,True,0,False,False
9802,HB 5164,103rd,lower,2024-02-08,Kevin Olickal,Ram Villivalam,36,False,True,1,True,False
9803,HB 5606,103rd,lower,2024-02-09,Don Harmon,Kam Buckner,6,False,True,0,True,False
9804,HB 5787,103rd,lower,2024-03-20,Charles Meier,,1,False,False,0,False,False
9805,SB 691,103rd,upper,2023-02-02,Carol Ammons,Paul Faraci,2,True,True,0,True,True
9806,SB 377,103rd,upper,2023-02-02,Don Harmon,,1,False,True,0,False,False
9807,SB 458,103rd,upper,2023-02-02,Mark Walker,Michelle Mussman,2,False,True,0,True,False
9808,SB 860,103rd,upper,2023-02-02,Don Harmon,Natalie Manley,3,True,True,1,True,True
9809,HB 5128,103rd,lower,2024-02-08,Dale Fowler,Patrick Windhorst,8,True,True,0,True,True
9810,HB 5022,103rd,lower,2024-02-07,Lindsey LaPointe,Sara Feigenholtz,2,True,True,0,True,True
9811,HB 4883,103rd,lower,2024-02-06,Don Harmon,Jackie Haas,2,False,True,0,True,False
9812,HB 5766,103rd,lower,2024-03-07,Margaret Croke,,51,False,False,0,False,False
9813,SB 2184,103rd,upper,2023-02-10,Chapin Rose,,4,False,False,0,False,False
9814,SB 3020,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9815,SB 3064,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9816,SB 2702,103rd,upper,2024-01-10,Michael Kelly,Ram Villivalam,9,True,True,0,True,True
9817,SB 2683,103rd,upper,2024-01-10,David Vella,Steve Stadelman,15,True,True,0,True,True
9818,SB 3058,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9819,SB 3056,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9820,SB 2824,103rd,upper,2024-01-19,Christopher Davidsmeyer,Steve McClure,13,True,True,0,True,True
9821,SB 2966,103rd,upper,2024-01-31,Napoleon Harris,,1,False,True,0,False,False
9822,SB 3068,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9823,SB 3019,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9824,SB 3030,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9825,SB 3050,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9826,SB 3274,103rd,upper,2024-02-06,Linda Holmes,,19,False,True,0,False,False
9827,SB 3053,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9828,SB 3115,103rd,upper,2024-02-02,Anna Moeller,Julie Morrison,4,True,True,0,True,True
9829,SB 3065,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9830,SB 3310,103rd,upper,2024-02-07,Curtis Tarver II,Mike Simmons,7,True,True,0,True,True
9831,SB 3007,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9832,SB 3029,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9833,SB 3015,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9834,SB 3066,103rd,upper,2024-02-02,Don Harmon,,1,False,True,0,False,False
9835,SB 3767,103rd,upper,2024-02-09,Dagmara Avelar,Suzanne Hilton,4,True,True,0,True,True
9836,SB 3806,103rd,upper,2024-02-09,Celina Villanueva,,1,False,True,0,False,False
9837,SB 3713,103rd,upper,2024-02-09,Maurice West II,Robert Peters,17,True,True,0,True,True
9838,SB 3917,103rd,upper,2024-03-20,Sara Feigenholtz,,1,False,False,0,False,False
9839,SB 3645,103rd,upper,2024-02-09,Laura Ellman,,14,False,True,0,False,False
9840,HB 5837,103rd,lower,2024-05-07,Fred Crespo,,1,False,False,0,False,False
9841,HB 4727,103rd,lower,2024-02-02,Patrick Joyce,William Davis,3,True,True,1,True,True
9842,HB 5539,103rd,lower,2024-02-09,Dale Fowler,Jay Hoffman,5,True,True,0,True,True
9843,HB 5059,103rd,lower,2024-02-07,Suzanne Hilton,Theresa Mah,4,True,True,0,True,True
9844,HB 5256,103rd,lower,2024-02-08,Harry Benton,Paul Faraci,23,True,True,0,True,True
9845,HB 1168,103rd,lower,2023-01-17,Celina Villanueva,Nabeela Syed,28,True,True,0,True,True
9846,HB 581,103rd,lower,2022-12-05,Celina Villanueva,Dagmara Avelar,29,True,True,2,True,True
9847,SB 1807,103rd,upper,2023-02-09,John Curran,,12,False,True,0,False,False
9848,SB 3934,103rd,upper,2024-04-29,Omar Aquino,,1,False,False,0,False,False
9849,SB 3935,103rd,upper,2024-04-29,Celina Villanueva,,4,False,False,0,False,False
9850,SB 3522,103rd,upper,2024-02-09,Karina Villa,,4,False,True,0,False,False
9851,SB 2735,103rd,upper,2024-01-12,Bob Morgan,Laura Fine,8,True,True,0,True,True
9852,SB 2778,103rd,upper,2024-01-17,Linda Holmes,Martin Moylan,6,True,True,0,True,True
9853,HB 4418,103rd,lower,2024-01-09,William Davis,,2,False,True,0,False,False
9854,HB 4592,103rd,lower,2024-01-26,Kam Buckner,Michael Hastings,51,True,True,2,True,True
9855,HB 5479,103rd,lower,2024-02-09,Kevin Olickal,Ram Villivalam,2,False,True,0,True,False
9856,SB 2689,103rd,upper,2024-01-10,Jaime Andrade Jr,Robert Peters,9,False,True,0,True,False
9857,SB 3104,103rd,upper,2024-02-02,Jil Tracy,,8,False,True,0,False,False
9858,SB 3087,103rd,upper,2024-02-02,Sue Rezin,,2,False,False,0,False,False
9859,SB 3426,103rd,upper,2024-02-08,Christopher Belt,Jay Hoffman,3,True,True,1,True,True
9860,SB 3578,103rd,upper,2024-02-09,Mattie Hunter,,5,False,True,0,False,False
9861,SB 3506,103rd,upper,2024-02-09,Ann Williams,Laura Ellman,2,True,True,0,True,True
9862,SB 3631,103rd,upper,2024-02-09,Dagmara Avelar,Mike Porfirio,3,True,True,0,True,True
9863,SB 3695,103rd,upper,2024-02-09,Rachel Ventura,,19,False,True,0,False,False
9864,HB 5475,103rd,lower,2024-02-09,Camille Lilly,Mattie Hunter,2,False,True,1,True,False
9865,HB 2424,103rd,lower,2023-02-14,Harry Benton,,3,False,True,0,False,False
9866,HB 4364,103rd,lower,2024-01-05,Jay Hoffman,,2,False,True,0,False,False
9867,HB 5869,103rd,lower,2024-07-31,John Cabello,,1,False,False,0,False,False
9868,SB 385,103rd,upper,2023-02-02,Christopher Belt,Jay Hoffman,3,True,True,2,True,True
9869,HB 5819,103rd,lower,2024-04-17,Dan Ugaste,,22,False,False,0,False,False
9870,HB 5818,103rd,lower,2024-04-17,John Cabello,,5,False,False,0,False,False
9871,HB 4661,103rd,lower,2024-01-31,Bill Cunningham,Jay Hoffman,4,True,True,1,True,True
9872,SB 3932,103rd,upper,2024-04-24,Cristina Castro,,1,False,False,0,False,False
9873,SB 3933,103rd,upper,2024-04-24,Sue Rezin,,1,False,False,0,False,False
9874,SB 1471,103rd,upper,2023-02-07,Sally Turner,,4,False,False,0,False,False
9875,SB 3509,103rd,upper,2024-02-09,Cristina Castro,,17,False,True,0,False,False
9876,SB 3478,103rd,upper,2024-02-08,Elgie Sims Jr,,1,False,True,0,False,False
9877,SB 3615,103rd,upper,2024-02-09,Mary Canty,Robert Martwick,7,True,True,0,True,True
9878,SB 2944,103rd,upper,2024-01-31,Robert Peters,,7,False,True,0,False,False
9879,SB 3762,103rd,upper,2024-02-09,Dagmara Avelar,Karina Villa,55,True,True,0,True,True
9880,SB 2425,103rd,upper,2023-02-10,Ram Villivalam,,5,False,True,0,False,False
9881,HB 5298,103rd,lower,2024-02-08,Fred Crespo,,9,False,False,0,False,False
9882,HB 5859,103rd,lower,2024-06-04,John Cabello,,1,False,False,0,False,False
9883,SB 2573,103rd,upper,2023-05-03,Napoleon Harris,Yolonda Morris,97,True,True,0,True,True
9884,SB 2976,103rd,upper,2024-01-31,Doris Turner,Maurice West II,4,True,True,0,True,True
9885,SB 3077,103rd,upper,2024-02-02,David Koehler,Sonya Harper,22,True,True,0,True,True
9886,SB 3156,103rd,upper,2024-02-06,Adriane Johnson,William Davis,7,True,True,2,True,True
9887,SB 2626,103rd,upper,2023-10-25,Kam Buckner,Robert Peters,42,True,True,0,True,True
9888,SB 3423,103rd,upper,2024-02-08,Christopher Belt,,2,False,False,0,False,False
9889,HB 3683,103rd,lower,2023-02-17,Harry Benton,,4,False,True,0,False,False
9890,HB 5792,103rd,lower,2024-03-22,Sharon Chung,,2,False,False,0,False,False
9891,HB 1154,103rd,lower,2023-01-12,Norine Hammond,,8,False,True,0,False,False
9892,SB 3395,103rd,upper,2024-02-08,Sara Feigenholtz,,8,False,True,0,False,False
9893,HB 2601,103rd,lower,2023-02-15,Adam Niemerg,Chapin Rose,6,True,True,0,True,True
9894,HB 4436,103rd,lower,2024-01-12,Hoan Huynh,,1,False,False,0,False,False
9895,HB 5127,103rd,lower,2024-02-08,John Cabello,,8,False,False,0,False,False
9896,HB 5820,103rd,lower,2024-04-18,Norma Hernandez,,7,False,False,0,False,False
9897,SB 3794,103rd,upper,2024-02-09,Adriane Johnson,,3,False,True,0,False,False
9898,SB 3746,103rd,upper,2024-02-09,Terri Bryant,,2,False,False,0,False,False
9899,HB 3907,103rd,lower,2023-02-17,Katie Stuart,,8,False,True,1,False,False
9900,SB 3273,103rd,upper,2024-02-06,Celina Villanueva,,13,False,True,0,False,False
9901,HB 4874,103rd,lower,2024-02-06,Dagmara Avelar,Suzanne Hilton,11,True,True,0,True,True
9902,HB 4961,103rd,lower,2024-02-07,Ann Williams,Michael Halpin,2,True,True,0,True,True
9903,HB 5431,103rd,lower,2024-02-09,Kelly Cassidy,Mary Allen,59,True,True,2,True,True
9904,HB 5827,103rd,lower,2024-04-29,Yolonda Morris,,8,False,False,0,False,False
9905,HB 5830,103rd,lower,2024-04-29,David Friess,,14,False,False,0,False,False
9906,HB 5824,103rd,lower,2024-04-29,Edgar Gonzalez Jr,,2,False,False,0,False,False
9907,HB 5825,103rd,lower,2024-04-29,Mary Canty,,2,False,False,0,False,False
9908,HB 5823,103rd,lower,2024-04-29,Kam Buckner,,1,False,False,0,False,False
9909,SB 2753,103rd,upper,2024-01-16,Donald DeWitte,,1,False,True,0,False,False
9910,SB 2161,103rd,upper,2023-02-10,David Koehler,,1,False,False,0,False,False
9911,HB 3428,103rd,lower,2023-02-17,Diane Sherlock,Suzanne Hilton,17,True,True,0,True,True
9912,HB 5870,103rd,lower,2024-08-09,Brandun Schweizer,,1,False,False,0,False,False
9913,SB 951,103rd,upper,2023-02-02,Dave Syverson,Joe Sosnowski,3,True,True,0,True,True
9914,SB 461,103rd,upper,2023-02-02,Aaron Ortiz,Ram Villivalam,16,True,True,0,True,True
9915,SB 839,103rd,upper,2023-02-02,Linda Holmes,Natalie Manley,3,True,True,0,True,True
9916,SB 2442,103rd,upper,2023-02-10,Bob Morgan,Mike Simmons,11,True,True,0,True,True
9917,SB 3691,103rd,upper,2024-02-09,Doris Turner,Natalie Manley,4,True,True,0,True,True
9918,SB 3716,103rd,upper,2024-02-09,Adriane Johnson,Kim DuBuclet,5,True,True,0,True,True
9919,SB 3332,103rd,upper,2024-02-07,Omar Aquino,,20,False,True,0,False,False
9920,SB 3945,103rd,upper,2024-05-03,Sara Feigenholtz,,1,False,False,0,False,False
